ano,mes,vereador,aluguel_maquina,combustivel,material_escritorio,postagem,total,reembolso
2,0,ANSELMO ROLIM NETO,158.43,226.51,2.98,,387.92,
3,0,ANSELMO ROLIM NETO,145.52,433.28,,,578.80,
4,0,ANSELMO ROLIM NETO,125.58,,12.03,,137.61,
5,0,ANSELMO ROLIM NETO,158.05,107.63,,265.68,,
6,0,ANSELMO ROLIM NETO,158.52,148.49,152.49,,459.50,
7,0,ANSELMO ROLIM NETO,164.92,159.21,18.18,,342.31,
8,0,ANSELMO ROLIM NETO,152.46,236.74,,389.20,,
9,0,ANSELMO ROLIM NETO,127.32,228.05,,,355.37,
10,0,ANSELMO ROLIM NETO,133.90,111.84,70.12,,315.86,
11,0,ANSELMO ROLIM NETO,130.18,120.32,30.07,,280.57,
12,0,ANSELMO ROLIM NETO,125.04,261.91,5.73,,392.68,
2,0,ANTÔNIO CARLOS SILVANO JUNIOR,264.82,,29.19,,294.01,
3,0,ANTÔNIO CARLOS SILVANO JUNIOR,246.11,,498.76,555.56,1300.43,
4,0,ANTÔNIO CARLOS SILVANO JUNIOR,168.93,,152.03,,320.96,
5,0,ANTÔNIO CARLOS SILVANO JUNIOR,213.44,,24.13,237.57,,
6,0,ANTÔNIO CARLOS SILVANO JUNIOR,197.78,,,,197.78,
7,0,ANTÔNIO CARLOS SILVANO JUNIOR,314.16,,,554.04,868.20,
8,0,ANTÔNIO CARLOS SILVANO JUNIOR,192.02,352.54,252.13,570.00,1366.69,
9,0,ANTÔNIO CARLOS SILVANO JUNIOR,215.04,125.61,,561.64,902.29,
10,0,ANTÔNIO CARLOS SILVANO JUNIOR,219.34,,174.98,273.60,667.92,
11,0,ANTÔNIO CARLOS SILVANO JUNIOR,218.26,,185.67,,403.93,
12,0,ANTÔNIO CARLOS SILVANO JUNIOR,201.85,,35.38,,237.23,
2,0,CINTIA DE ALMEIDA,194.82,142.22,73.77,,410.81,
3,0,CINTIA DE ALMEIDA,172.06,76.37,172.53,117.45,538.41,
4,0,CINTIA DE ALMEIDA,181.77,,35.28,241.22,458.27,
5,0,CINTIA DE ALMEIDA ¹,62.26,,142.82,94.30,299.38,
2,0,FAUSTO SALVADOR PERES,212.71,138.18,151.66,98.04,600.59,
3,0,FAUSTO SALVADOR PERES,162.22,142.39,31.40,71.25,407.26,
4,0,FAUSTO SALVADOR PERES,142.13,115.61,42.13,,299.87,
5,0,FAUSTO SALVADOR PERES,145.89,105.22,109.86,101.84,462.81,
6,0,FAUSTO SALVADOR PERES,175.72,,73.22,140.65,389.59,
7,0,FAUSTO SALVADOR PERES,341.24,116.14,285.33,347.32,1090.03,
8,0,FAUSTO SALVADOR PERES,207.43,111.15,55.58,43.32,417.48,
9,0,FAUSTO SALVADOR PERES,204.34,354.58,252.22,317.93,1129.07,
10,0,FAUSTO SALVADOR PERES,201.47,,73.73,226.48,501.68,
11,0,FAUSTO SALVADOR PERES,163.84,,72.63,381.52,617.99,
12,0,FAUSTO SALVADOR PERES,135.57,130.89,69.45,572.58,908.49,
2,0,FERNANDA SCHLIC GARCIA,150.17,150.60,120.55,75.24,496.56,
3,0,FERNANDA SCHLIC GARCIA,130.00,117.86,,,247.86,
4,0,FERNANDA SCHLIC GARCIA,123.78,,,,123.78,
5,0,FERNANDA SCHLIC GARCIA,120.82,,,,120.82,
6,0,FERNANDA SCHLIC GARCIA,125.47,,80.51,,205.98,
7,0,FERNANDA SCHLIC GARCIA,138.24,,,,138.24,
8,0,FERNANDA SCHLIC GARCIA,133.36,,,133.36,,
9,0,FERNANDA SCHLIC GARCIA,119.44,,,,119.44,
10,0,FERNANDA SCHLIC GARCIA,121.44,,8.58,,130.02,
11,0,FERNANDA SCHLIC GARCIA,118.65,,,,118.65,
12,0,FERNANDA SCHLIC GARCIA,115.58,,27.78,,143.36,
2,0,FERNANDO ALVES LISBOA DINI,179.98,241.11,165.93,,587.02,
3,0,FERNANDO ALVES LISBOA DINI,168.60,,455.33,2.85,626.78,
4,0,FERNANDO ALVES LISBOA DINI,132.36,,,,132.36,
5,0,FERNANDO ALVES LISBOA DINI,184.12,103.39,128.13,,415.64,
6,0,FERNANDO ALVES LISBOA DINI,158.26,37.69,209.22,,405.17,
7,0,FERNANDO ALVES LISBOA DINI,162.74,,338.94,2.85,504.53,
8,0,FERNANDO ALVES LISBOA DINI,157.26,,48.14,205.40,,
9,0,FERNANDO ALVES LISBOA DINI,163.01,,38.70,,201.71,
10,0,FERNANDO ALVES LISBOA DINI,133.40,,99.45,26.94,259.79,
11,0,FERNANDO ALVES LISBOA DINI,140.97,133.45,16.33,,290.75,
12,0,FERNANDO ALVES LISBOA DINI,134.24,,37.14,,171.38,
2,0,FRANCISCO FRANÇA DA SILVA,149.47,124.86,127.21,,401.54,
3,0,FRANCISCO FRANÇA DA SILVA,150.28,119.83,54.23,,324.34,
4,0,FRANCISCO FRANÇA DA SILVA,128.92,,7.27,,136.19,
5,0,FRANCISCO FRANÇA DA SILVA,137.53,90.95,77.71,,306.19,
6,0,FRANCISCO FRANÇA DA SILVA,137.53,87.92,123.39,,348.84,
7,0,FRANCISCO FRANÇA DA SILVA,170.87,190.83,78.80,,440.50,
8,0,FRANCISCO FRANÇA DA SILVA,132.21,105.41,22.05,259.67,,
9,0,FRANCISCO FRANÇA DA SILVA,145.38,101.09,59.01,,305.48,
10,0,FRANCISCO FRANÇA DA SILVA,140.26,94.61,,,234.87,
11,0,FRANCISCO FRANÇA DA SILVA,132.42,,63.12,,195.54,
12,0,FRANCISCO FRANÇA DA SILVA,118.88,,,,118.88,
2,0,HUDSON PESSINI,129.14,,29.86,,159.00,238.82
3,0,HUDSON PESSINI,124.62,,56.18,,180.80,159.00
4,0,HUDSON PESSINI,119.83,,,,119.83,180.80
5,0,HUDSON PESSINI,119.64,,,,119.64,155.05
6,0,HUDSON PESSINI,128.22,,1.60,,129.82,119.64
7,0,HUDSON PESSINI,123.16,,6.28,,129.44,129.82
8,0,HUDSON PESSINI,118.95,,,118.95,129.44,
9,0,HUDSON PESSINI,124.22,,22.18,,146.40,118.95
10,0,HUDSON PESSINI,131.09,,,,131.09,146.40
11,0,HUDSON PESSINI,118.84,,,,118.84,131.09
12,0,HUDSON PESSINI,114.15,,25.39,,139.54,118.84
2,0,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
3,0,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
4,0,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
5,0,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
6,0,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
7,0,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
8,0,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
9,0,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
10,0,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
11,0,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
12,0,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
2,0,IARA BERNARDI,263.74,570.52,105.54,,939.80,
3,0,IARA BERNARDI,189.06,,87.45,,276.51,
4,0,IARA BERNARDI,123.20,,,,123.20,
5,0,IARA BERNARDI,143.46,,49.32,,192.78,
6,0,IARA BERNARDI,158.76,,55.54,,214.30,
7,0,IARA BERNARDI,152.92,,63.16,,216.08,
8,0,IARA BERNARDI,214.52,,,214.52,,
9,0,IARA BERNARDI,132.44,,65.83,,198.27,
10,0,IARA BERNARDI,122.28,228.77,7.10,,358.15,
11,0,IARA BERNARDI,133.34,125.45,49.56,,308.35,
12,0,IARA BERNARDI,124.01,104.15,2.85,,231.01,
2,0,IRINEU DONIZETI DE TOLEDO,136.57,465.51,315.88,,917.96,
3,0,IRINEU DONIZETI DE TOLEDO,165.80,457.50,210.31,380.70,1214.31,
4,0,IRINEU DONIZETI DE TOLEDO,121.71,,,,121.71,
5,0,IRINEU DONIZETI DE TOLEDO,129.64,130.10,109.61,,369.35,
6,0,IRINEU DONIZETI DE TOLEDO,146.50,,218.99,,365.49,
7,0,IRINEU DONIZETI DE TOLEDO,159.17,220.71,76.33,,456.21,
8,0,IRINEU DONIZETI DE TOLEDO,162.16,220.17,195.56,577.89,,
9,0,IRINEU DONIZETI DE TOLEDO,145.06,,28.08,,173.14,
10,0,IRINEU DONIZETI DE TOLEDO,122.34,124.52,,,246.86,
11,0,IRINEU DONIZETI DE TOLEDO,164.66,262.99,157.92,,585.57,
12,0,IRINEU DONIZETI DE TOLEDO,115.28,,,,115.28,
2,0,JOSÉ APOLO DA SILVA,145.56,272.49,8.78,,426.83,
3,0,JOSÉ APOLO DA SILVA,128.58,129.27,,2.85,260.70,
4,0,JOSÉ APOLO DA SILVA,124.16,,,,124.16,
5,0,JOSÉ APOLO DA SILVA,135.13,106.67,,31.35,273.15,
6,0,JOSÉ APOLO DA SILVA,125.14,,,,125.14,
7,0,JOSÉ APOLO DA SILVA,130.54,115.18,,,245.72,
8,0,JOSÉ APOLO DA SILVA,124.24,,,124.24,,
9,0,JOSÉ APOLO DA SILVA,123.58,,,,123.58,
10,0,JOSÉ APOLO DA SILVA,137.44,117.13,82.24,11.40,348.21,
11,0,JOSÉ APOLO DA SILVA,122.58,117.13,,,239.71,
12,0,JOSÉ APOLO DA SILVA,114.59,,,,114.59,
2,0,JOSÉ FRANCISCO MARTINEZ,145.67,347.11,163.34,22.50,678.62,
3,0,JOSÉ FRANCISCO MARTINEZ,143.64,268.56,141.47,52.40,606.07,
4,0,JOSÉ FRANCISCO MARTINEZ,130.69,,,,130.69,
5,0,JOSÉ FRANCISCO MARTINEZ,118.57,,,,118.57,
6,0,JOSÉ FRANCISCO MARTINEZ,151.53,93.26,194.32,48.45,487.56,
7,0,JOSÉ FRANCISCO MARTINEZ,135.97,190.99,,48.47,375.43,
8,0,JOSÉ FRANCISCO MARTINEZ,127.60,208.02,140.29,6.15,482.06,
9,0,JOSÉ FRANCISCO MARTINEZ,127.05,94.96,,8.55,230.56,
10,0,JOSÉ FRANCISCO MARTINEZ,124.26,,,,124.26,
11,0,JOSÉ FRANCISCO MARTINEZ,118.89,,,,118.89,
12,0,JOSÉ FRANCISCO MARTINEZ,119.06,,,,119.06,
2,0,JOÃO DONIZETI SILVESTRE,244.53,520.18,123.82,2.05,890.58,
3,0,JOÃO DONIZETI SILVESTRE,225.72,511.98,190.18,28.02,955.90,
4,0,JOÃO DONIZETI SILVESTRE,168.85,99.19,,,268.04,
5,0,JOÃO DONIZETI SILVESTRE,317.48,416.38,142.57,2.85,879.28,
6,0,JOÃO DONIZETI SILVESTRE,284.94,402.23,120.50,51.94,859.61,
7,0,JOÃO DONIZETI SILVESTRE,548.11,151.44,,699.55,,
8,0,JOÃO DONIZETI SILVESTRE,221.36,447.44,75.03,743.83,,
9,0,JOÃO DONIZETI SILVESTRE,196.39,324.72,57.81,,578.92,
10,0,JOÃO DONIZETI SILVESTRE,192.34,226.06,83.34,,501.74,
11,0,JOÃO DONIZETI SILVESTRE,192.34,257.37,91.64,,541.35,
12,0,JOÃO DONIZETI SILVESTRE,170.80,243.70,60.80,,475.30,
2,0,LUÍS SANTOS PEREIRA FILHO,144.78,430.82,57.58,,633.18,
3,0,LUÍS SANTOS PEREIRA FILHO,160.74,,65.72,,226.46,
4,0,LUÍS SANTOS PEREIRA FILHO,114.75,60.02,,,174.77,
5,0,LUÍS SANTOS PEREIRA FILHO,117.29,,,,117.29,
6,0,LUÍS SANTOS PEREIRA FILHO,119.14,114.10,48.80,,282.04,
7,0,LUÍS SANTOS PEREIRA FILHO,120.93,114.33,49.03,,284.29,
8,0,LUÍS SANTOS PEREIRA FILHO,127.63,,,127.63,,
9,0,LUÍS SANTOS PEREIRA FILHO,125.16,,,,125.16,
10,0,LUÍS SANTOS PEREIRA FILHO,120.84,119.14,39.88,,279.86,
11,0,LUÍS SANTOS PEREIRA FILHO,119.48,140.19,40.46,,300.13,
12,0,LUÍS SANTOS PEREIRA FILHO,120.31,,41.67,,161.98,
9,0,MÁRIO MARTE MARINHO JUNIOR,113.69,,85.44,,199.13,
10,0,MÁRIO MARTE MARINHO JUNIOR,107.76,,41.14,,148.90,
11,0,MÁRIO MARTE MARINHO JUNIOR,85.40,,20.47,,105.87,
12,0,MÁRIO MARTE MARINHO JUNIOR,116.20,,,,116.20,
2,0,PÉRICLES REGIS MENDONÇA DE LIMA,124.10,,,15.55,139.65,
3,0,PÉRICLES REGIS MENDONÇA DE LIMA,117.55,148.66,,,266.21,
4,0,PÉRICLES REGIS MENDONÇA DE LIMA,116.42,,,,116.42,
5,0,PÉRICLES REGIS MENDONÇA DE LIMA,115.64,,44.36,,160.00,
6,0,PÉRICLES REGIS MENDONÇA DE LIMA,127.66,,60.78,,188.44,
7,0,PÉRICLES REGIS MENDONÇA DE LIMA,130.12,,1.87,,131.99,
8,0,PÉRICLES REGIS MENDONÇA DE LIMA,120.92,,,120.92,,
9,0,PÉRICLES REGIS MENDONÇA DE LIMA,133.59,,43.63,,177.22,
10,0,PÉRICLES REGIS MENDONÇA DE LIMA,117.22,,,,117.22,
11,0,PÉRICLES REGIS MENDONÇA DE LIMA,117.52,,,,117.52,
12,0,PÉRICLES REGIS MENDONÇA DE LIMA,114.02,,,,114.02,
2,0,RENAN DOS SANTOS,126.81,,61.10,,187.91,
3,0,RENAN DOS SANTOS,125.73,150.01,56.18,,331.92,
4,0,RENAN DOS SANTOS,115.96,91.40,,,207.36,
5,0,RENAN DOS SANTOS,218.67,,7.17,,225.84,
6,0,RENAN DOS SANTOS,122.67,,14.04,,136.71,
7,0,RENAN DOS SANTOS,121.28,93.87,91.23,,306.38,
8,0,RENAN DOS SANTOS,125.96,105.68,,231.64,,
9,0,RENAN DOS SANTOS,122.10,,102.51,,224.61,
10,0,RENAN DOS SANTOS,121.77,113.87,,,235.64,
11,0,RENAN DOS SANTOS,120.22,,,,120.22,
12,0,RENAN DOS SANTOS,116.28,,,,116.28,
2,0,RODRIGO MAGANHATO,316.80,145.86,431.56,215.17,1109.39,
3,0,RODRIGO MAGANHATO,353.13,392.83,63.14,65.60,874.70,
4,0,RODRIGO MAGANHATO,136.34,,95.12,,231.46,
5,0,RODRIGO MAGANHATO,153.53,,140.65,,294.18,
6,0,RODRIGO MAGANHATO,181.87,,236.68,,418.55,
7,0,RODRIGO MAGANHATO,228.37,112.26,173.70,,514.33,
8,0,RODRIGO MAGANHATO,169.34,,5.79,175.13,,
9,0,RODRIGO MAGANHATO,156.16,,69.48,,225.64,
10,0,RODRIGO MAGANHATO,155.38,113.97,41.67,,311.02,
11,0,RODRIGO MAGANHATO,144.96,,10.72,,155.68,
12,0,RODRIGO MAGANHATO,160.07,,114.26,,274.33,
2,0,VITOR ALEXANDRE RODRIGUES,143.00,136.50,158.40,15.90,453.80,
3,0,VITOR ALEXANDRE RODRIGUES,142.14,283.42,218.48,,644.04,
4,0,VITOR ALEXANDRE RODRIGUES,117.13,,,,117.13,
5,0,VITOR ALEXANDRE RODRIGUES,116.68,,,,116.68,
6,0,VITOR ALEXANDRE RODRIGUES,160.90,205.60,1.37,,367.87,
7,0,VITOR ALEXANDRE RODRIGUES,155.25,,7.27,,162.52,
8,0,VITOR ALEXANDRE RODRIGUES,142.46,100.63,5.38,248.47,,
9,0,VITOR ALEXANDRE RODRIGUES,138.49,83.25,49.58,,271.32,
10,0,VITOR ALEXANDRE RODRIGUES,140.74,,,,140.74,
11,0,VITOR ALEXANDRE RODRIGUES,136.21,,,,136.21,
12,0,VITOR ALEXANDRE RODRIGUES,117.36,124.50,59.90,,301.76,
2,0,WANDERLEY DIOGO DE MELO,134.99,584.49,124.70,89.68,933.86,
3,0,WANDERLEY DIOGO DE MELO,141.38,292.02,,278.47,711.87,
4,0,WANDERLEY DIOGO DE MELO,122.71,,,336.68,459.39,
5,0,WANDERLEY DIOGO DE MELO,120.96,104.91,51.12,127.81,404.80,
6,0,WANDERLEY DIOGO DE MELO,124.12,233.60,71.17,224.96,653.85,
7,0,WANDERLEY DIOGO DE MELO,314.46,208.48,,239.93,762.87,
8,0,WANDERLEY DIOGO DE MELO,124.33,352.54,140.66,237.88,855.41,
9,0,WANDERLEY DIOGO DE MELO,163.58,125.61,43.93,228.00,561.12,
10,0,WANDERLEY DIOGO DE MELO,148.90,236.78,110.77,100.32,596.77,
11,0,WANDERLEY DIOGO DE MELO,244.06,407.18,13.89,203.68,868.81,
12,0,WANDERLEY DIOGO DE MELO,115.69,,1.91,,117.60,
2020,1,ANSELMO ROLIM NETO,167.98,280.43,64.99,,513.40,
2020,1,ANTÔNIO CARLOS SILVANO JUNIOR,331.96,,261.05,,593.01,
2020,1,CINTIA DE ALMEIDA,224.03,68.41,68.35,,360.79,
2020,1,FAUSTO SALVADOR PERES,269.92,140.47,104.52,73.84,588.75,
2020,1,FERNANDA SCHLIC GARCIA,143.76,,,,143.76,
2020,1,FERNANDO ALVES LISBOA DINI,191.96,136.21,157.46,,485.63,
2020,1,FRANCISCO FRANÇA DA SILVA,140.59,139.49,,,280.08,
2020,1,HUDSON PESSINI,121.99,,,,121.99,
2020,1,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
2020,1,IARA BERNARDI,168.78,404.41,50.78,,623.97,
2020,1,IRINEU DONIZETI DE TOLEDO,185.77,506.46,121.09,346.78,1160.10,
2020,1,JOSÉ APOLO DA SILVA,146.63,134.70,198.46,,479.79,
2020,1,JOSÉ FRANCISCO MARTINEZ,140.00,124.52,,,264.52,
2020,1,JOÃO DONIZETI SILVESTRE,225.16,484.86,75.91,,785.93,
2020,1,LUÍS SANTOS PEREIRA FILHO,141.52,275.15,111.60,,528.27,
2020,1,PÉRICLES REGIS MENDONÇA DE LIMA,133.65,,95.14,,228.79,
2020,1,RENAN DOS SANTOS,135.73,83.78,,,219.51,
2020,1,RODRIGO MAGANHATO,487.64,273.71,210.27,87.51,1059.13,
2020,1,VITOR ALEXANDRE RODRIGUES,160.58,379.73,,,540.31,
2020,1,WANDERLEY DIOGO DE MELO,136.45,146.06,120.90,320.92,724.33,
